#LIBRARY    ENDF/B-VII.1
#REACTION   U-235(N,F),SIG
#NUCLEUS    U-235
#MF         3
#MT         18
#E,eV        Sig,b        Interpolation
 221.174     46.382       Lin-Lin
 221.207     45.258       Lin-Lin
 221.23      44.6656      Lin-Lin
 221.261     44.1683      Lin-Lin
 221.292     43.9612      Lin-Lin
 221.303     43.952       Lin-Lin
 221.334     44.0872      Lin-Lin
 221.365     44.4403      Lin-Lin
 221.411     45.2884      Lin-Lin
 221.462     46.5269      Lin-Lin
 221.563     49.1661      Lin-Lin
 221.604     49.9804      Lin-Lin
 221.649     50.5429      Lin-Lin
 221.68      50.6553      Lin-Lin
 221.71      50.5229      Lin-Lin
 221.742     50.0933      Lin-Lin
 221.77      49.4472      Lin-Lin
 221.799     48.5395      Lin-Lin
 221.832     47.1982      Lin-Lin
 221.861     45.7778      Lin-Lin
 221.892     43.9853      Lin-Lin
 221.923     41.9718      Lin-Lin
 221.964     39.0414      Lin-Lin
 222.01      35.5516      Lin-Lin
 222.108     27.8385      Lin-Lin
 222.145     25.0394      Lin-Lin
 222.183     22.2968      Lin-Lin
 222.211     20.4621      Lin-Lin
 222.238     18.7418      Lin-Lin
 222.266     17.144       Lin-Lin
 222.287     15.9818      Lin-Lin
 222.31      14.8119      Lin-Lin
 222.334     13.738       Lin-Lin
 222.357     12.7611      Lin-Lin
 222.38      11.8819      Lin-Lin
 222.404     11.1012      Lin-Lin
 222.42      10.6003      Lin-Lin
 222.437     10.1518      Lin-Lin
 222.454     9.75665      Lin-Lin
 222.471     9.41604      Lin-Lin
 222.488     9.13145      Lin-Lin
 222.504     8.90481      Lin-Lin
 222.521     8.73839      Lin-Lin
 222.538     8.63487      Lin-Lin
 222.555     8.59739      Lin-Lin
 222.567     8.61473      Lin-Lin
 222.58      8.67282      Lin-Lin
 222.592     8.77341      Lin-Lin
 222.605     8.91836      Lin-Lin
 222.618     9.10961      Lin-Lin
 222.63      9.34914      Lin-Lin
 222.643     9.639        Lin-Lin
 222.655     9.98127      Lin-Lin
 222.668     10.378       Lin-Lin
 222.68      10.7992      Lin-Lin
 222.695     11.4109      Lin-Lin
 222.71      12.1031      Lin-Lin
 222.725     12.8825      Lin-Lin
 222.739     13.7511      Lin-Lin
 222.754     14.7105      Lin-Lin
 222.769     15.7616      Lin-Lin
 222.784     16.9046      Lin-Lin
 222.799     18.1385      Lin-Lin
 222.817     19.7035      Lin-Lin
 222.837     21.6486      Lin-Lin
 222.857     23.7387      Lin-Lin
 222.877     25.9582      Lin-Lin
 222.908     29.6067      Lin-Lin
 223.001     41.0013      Lin-Lin
 223.029     44.2421      Lin-Lin
 223.054     46.7983      Lin-Lin
 223.075     48.8447      Lin-Lin
 223.095     50.5329      Lin-Lin
 223.115     51.969       Lin-Lin
 223.137     53.1796      Lin-Lin
 223.156     54.0008      Lin-Lin
 223.172     54.4707      Lin-Lin
 223.195     54.8051      Lin-Lin
 223.204     54.8276      Lin-Lin
 223.224     54.6615      Lin-Lin
 223.243     54.2336      Lin-Lin
 223.262     53.5727      Lin-Lin
 223.282     52.6216      Lin-Lin
 223.303     51.3604      Lin-Lin
 223.328     49.6831      Lin-Lin
 223.354     47.5659      Lin-Lin
 223.391     44.3634      Lin-Lin
 223.476     36.6871      Lin-Lin
 223.508     33.9816      Lin-Lin
 223.542     31.1911      Lin-Lin
 223.568     29.2488      Lin-Lin
 223.598     27.1958      Lin-Lin
 223.629     25.2146      Lin-Lin
 223.652     23.8851      Lin-Lin
 223.681     22.2384      Lin-Lin
 223.71      20.7374      Lin-Lin
 223.749     18.8508      Lin-Lin
 223.78      17.481       Lin-Lin
 223.809     16.2522      Lin-Lin
 223.838     15.1005      Lin-Lin
 223.867     14.0345      Lin-Lin
 223.896     13.0677      Lin-Lin
 223.916     12.4591      Lin-Lin
 223.936     11.9146      Lin-Lin
 223.957     11.4415      Lin-Lin
 223.977     11.0483      Lin-Lin
 223.991     10.821       Lin-Lin
 224.006     10.6421      Lin-Lin
 224.02      10.5152      Lin-Lin
 224.035     10.4436      Lin-Lin
 224.046     10.4283      Lin-Lin
 224.056     10.4479      Lin-Lin
 224.071     10.5306      Lin-Lin
 224.085     10.6814      Lin-Lin
 224.1       10.9083      Lin-Lin
 224.115     11.2185      Lin-Lin
 224.13      11.6131      Lin-Lin
 224.145     12.0958      Lin-Lin
 224.16      12.6704      Lin-Lin
 224.175     13.3399      Lin-Lin
 224.19      14.1075      Lin-Lin
 224.205     14.9754      Lin-Lin
 224.217     15.7995      Lin-Lin
 224.233     16.9336      Lin-Lin
 224.249     18.1862      Lin-Lin
 224.265     19.5567      Lin-Lin
 224.281     21.0436      Lin-Lin
 224.297     22.6434      Lin-Lin
 224.314     24.4821      Lin-Lin
 224.331     26.438       Lin-Lin
 224.357     29.5693      Lin-Lin
 224.386     33.3544      Lin-Lin
 224.434     39.9228      Lin-Lin
 224.479     46.1407      Lin-Lin
 224.51      50.0809      Lin-Lin
 224.537     53.4291      Lin-Lin
 224.562     56.1334      Lin-Lin
 224.583     58.1179      Lin-Lin
 224.602     59.6506      Lin-Lin
 224.622     61.032       Lin-Lin
 224.639     61.9525      Lin-Lin
 224.664     62.8832      Lin-Lin
 224.69      63.324       Lin-Lin
 224.693     63.3408      Lin-Lin
 224.718     63.2031      Lin-Lin
 224.744     62.5665      Lin-Lin
 224.766     61.6734      Lin-Lin
 224.791     60.3125      Lin-Lin
 224.821     58.2501      Lin-Lin
 224.855     55.4199      Lin-Lin
 224.894     51.8674      Lin-Lin
 224.993     42.3836      Lin-Lin
 225.036     38.5177      Lin-Lin
 225.079     34.9341      Lin-Lin
 225.122     31.6958      Lin-Lin
 225.158     29.1221      Lin-Lin
 225.195     26.6158      Lin-Lin
 225.232     24.3506      Lin-Lin
 225.268     22.2177      Lin-Lin
 225.304     20.2179      Lin-Lin
 225.34      18.3607      Lin-Lin
 225.375     16.7416      Lin-Lin
 225.398     15.7478      Lin-Lin
 225.421     14.8268      Lin-Lin
 225.445     13.9181      Lin-Lin
 225.472     13.044       Lin-Lin
 225.492     12.4578      Lin-Lin
 225.512     11.931       Lin-Lin
 225.532     11.4628      Lin-Lin
 225.549     11.0987      Lin-Lin
 225.571     10.7066      Lin-Lin
 225.593     10.3782      Lin-Lin
 225.615     10.1104      Lin-Lin
 225.635     9.91538      Lin-Lin
 225.662     9.72229      Lin-Lin
 225.689     9.60735      Lin-Lin
 225.716     9.56465      Lin-Lin
 225.743     9.5891       Lin-Lin
 225.77      9.6766       Lin-Lin
 225.798     9.82559      Lin-Lin
 225.825     10.0338      Lin-Lin
 225.852     10.3004      Lin-Lin
 225.88      10.6259      Lin-Lin
 225.907     11.0113      Lin-Lin
 225.936     11.4903      Lin-Lin
 225.966     12.0601      Lin-Lin
 225.997     12.7087      Lin-Lin
 226.027     13.4377      Lin-Lin
 226.057     14.2468      Lin-Lin
 226.077     14.8297      Lin-Lin
 226.113     15.9737      Lin-Lin
 226.15      17.2157      Lin-Lin
 226.199     19.0148      Lin-Lin
 226.334     24.166       Lin-Lin
 226.388     26.0573      Lin-Lin
 226.437     27.6028      Lin-Lin
 226.472     28.5655      Lin-Lin
 226.513     29.5346      Lin-Lin
 226.551     30.2719      Lin-Lin
 226.588     30.821       Lin-Lin
 226.622     31.1823      Lin-Lin
 226.66      31.4106      Lin-Lin
 226.686     31.4639      Lin-Lin
 226.723     31.3873      Lin-Lin
 226.758     31.1595      Lin-Lin
 226.795     30.7479      Lin-Lin
 226.835     30.1338      Lin-Lin
 226.881     29.2024      Lin-Lin
 226.937     27.8396      Lin-Lin
 227.003     26.0128      Lin-Lin
 227.169     20.9917      Lin-Lin
 227.25      18.6993      Lin-Lin
 227.305     17.237       Lin-Lin
 227.36      15.8725      Lin-Lin
 227.415     14.6088      Lin-Lin
 227.47      13.4459      Lin-Lin
 227.525     12.3823      Lin-Lin
 227.564     11.692       Lin-Lin
 227.605     11.0159      Lin-Lin
 227.646     10.3902      Lin-Lin
 227.686     9.8133       Lin-Lin
 227.727     9.28356      Lin-Lin
 227.768     8.79943      Lin-Lin
 227.809     8.35952      Lin-Lin
 227.85      7.9627       Lin-Lin
 227.892     7.59707      Lin-Lin
 227.935     7.26709      Lin-Lin
 227.979     6.98674      Lin-Lin
 228.023     6.75888      Lin-Lin
 228.055     6.62537      Lin-Lin
 228.088     6.52727      Lin-Lin
 228.121     6.46867      Lin-Lin
 228.148     6.45369      Lin-Lin
 228.175     6.47327      Lin-Lin
 228.197     6.51649      Lin-Lin
 228.219     6.58666      Lin-Lin
 228.244     6.70366      Lin-Lin
 228.269     6.86314      Lin-Lin
 228.297     7.09793      Lin-Lin
 228.316     7.28938      Lin-Lin
 228.335     7.51032      Lin-Lin
 228.353     7.76185      Lin-Lin
 228.372     8.04482      Lin-Lin
 228.4       8.52926      Lin-Lin
 228.419     8.89228      Lin-Lin
 228.445     9.45645      Lin-Lin
 228.472     10.08        Lin-Lin
 228.498     10.758       Lin-Lin
 228.525     11.4837      Lin-Lin
 228.559     12.4715      Lin-Lin
 228.682     16.2466      Lin-Lin
 228.74      17.9417      Lin-Lin
 228.806     19.7451      Lin-Lin
 229.011     24.9116      Lin-Lin
 229.053     25.8812      Lin-Lin
 229.096     26.7467      Lin-Lin
 229.128     27.2421      Lin-Lin
 229.154     27.5096      Lin-Lin
 229.182     27.643       Lin-Lin
 229.195     27.6431      Lin-Lin
 229.224     27.4892      Lin-Lin
 229.25      27.1497      Lin-Lin
 229.278     26.6         Lin-Lin
 229.304     25.8775      Lin-Lin
 229.325     25.164       Lin-Lin
 229.346     24.3417      Lin-Lin
 229.378     22.9274      Lin-Lin
 229.406     21.5558      Lin-Lin
 229.444     19.4961      Lin-Lin
 229.534     14.3815      Lin-Lin
 229.564     12.7594      Lin-Lin
 229.593     11.2747      Lin-Lin
 229.618     10.037       Lin-Lin
 229.637     9.16605      Lin-Lin
 229.659     8.21648      Lin-Lin
 229.674     7.62473      Lin-Lin
 229.689     7.06669      Lin-Lin
 229.704     6.54244      Lin-Lin
 229.719     6.05194      Lin-Lin
 229.734     5.59479      Lin-Lin
 229.749     5.17047      Lin-Lin
 229.761     4.83231      Lin-Lin
 229.777     4.44185      Lin-Lin
 229.793     4.08608      Lin-Lin
 229.809     3.76364      Lin-Lin
 229.825     3.47306      Lin-Lin
 229.841     3.21286      Lin-Lin
 229.856     2.98834      Lin-Lin
 229.872     2.7895       Lin-Lin
 229.887     2.61494      Lin-Lin
 229.903     2.46336      Lin-Lin
 229.918     2.33347      Lin-Lin
 229.929     2.25405      Lin-Lin
 229.942     2.17041      Lin-Lin
 229.956     2.10078      Lin-Lin
 229.969     2.04455      Lin-Lin
 229.982     2.00114      Lin-Lin
 229.995     1.97006      Lin-Lin
 230.01      1.94971      Lin-Lin
 230.025     1.94301      Lin-Lin
 230.039     1.94961      Lin-Lin
 230.054     1.96924      Lin-Lin
 230.068     2.00177      Lin-Lin
 230.08      2.03955      Lin-Lin
 230.095     2.09809      Lin-Lin
 230.11      2.17073      Lin-Lin
 230.125     2.25789      Lin-Lin
 230.141     2.36335      Lin-Lin
 230.157     2.48935      Lin-Lin
 230.17      2.61002      Lin-Lin
 230.185     2.76365      Lin-Lin
 230.2       2.92985      Lin-Lin
 230.214     3.11565      Lin-Lin
 230.228     3.31727      Lin-Lin
 230.242     3.54079      Lin-Lin
 230.257     3.78815      Lin-Lin
 230.271     4.06144      Lin-Lin
 230.285     4.36294      Lin-Lin
 230.299     4.7011       Lin-Lin
 230.314     5.07706      Lin-Lin
 230.328     5.49115      Lin-Lin
 230.343     5.94656      Lin-Lin
 230.357     6.44649      Lin-Lin
 230.372     6.99442      Lin-Lin
 230.386     7.59373      Lin-Lin
 230.401     8.24782      Lin-Lin
 230.415     8.96004      Lin-Lin
 230.43      9.73358      Lin-Lin
 230.445     10.5714      Lin-Lin
 230.459     11.4457      Lin-Lin
 230.473     12.3849      Lin-Lin
 230.487     13.4503      Lin-Lin
 230.504     14.7195      Lin-Lin
 230.52      16.083       Lin-Lin
 230.537     17.5403      Lin-Lin
 230.553     19.09        Lin-Lin
 230.57      20.7287      Lin-Lin
 230.589     22.7173      Lin-Lin
 230.612     25.3178      Lin-Lin
 230.641     28.7429      Lin-Lin
 230.704     36.3932      Lin-Lin
 230.747     41.7089      Lin-Lin
 230.78      45.4254      Lin-Lin
 230.81      48.453       Lin-Lin
 230.834     50.5986      Lin-Lin
 230.859     52.5818      Lin-Lin
 230.886     54.2557      Lin-Lin
 230.913     55.5715      Lin-Lin
 230.941     56.5031      Lin-Lin
 230.97      57.055       Lin-Lin
 231.007     57.2791      Lin-Lin
 231.112     56.9137      Lin-Lin
 231.139     57.0613      Lin-Lin
 231.164     57.4331      Lin-Lin
 231.189     58.072       Lin-Lin
 231.221     59.2807      Lin-Lin
 231.253     60.9313      Lin-Lin
 231.295     63.6556      Lin-Lin
 231.38      70.0145      Lin-Lin
 231.414     72.2351      Lin-Lin
 231.444     73.7932      Lin-Lin
 231.475     74.8801      Lin-Lin
 231.498     75.2575      Lin-Lin
 231.511     75.293       Lin-Lin
 231.532     75.0823      Lin-Lin
 231.56      74.2628      Lin-Lin
 231.579     73.3683      Lin-Lin
 231.603     71.862       Lin-Lin
 231.627     69.9663      Lin-Lin
 231.65      67.7249      Lin-Lin
 231.674     65.1903      Lin-Lin
 231.708     61.1939      Lin-Lin
 231.761     54.444       Lin-Lin
 231.817     47.108       Lin-Lin
 231.854     42.566       Lin-Lin
 231.887     38.7543      Lin-Lin
 231.918     35.4348      Lin-Lin
 231.949     32.4         Lin-Lin
 231.978     29.8892      Lin-Lin
 232.004     27.7515      Lin-Lin
 232.031     25.7346      Lin-Lin
 232.052     24.3294      Lin-Lin
 232.074     22.939       Lin-Lin
 232.098     21.5768      Lin-Lin
 232.121     20.3274      Lin-Lin
 232.145     19.1845      Lin-Lin
 232.168     18.1641      Lin-Lin
 232.191     17.2585      Lin-Lin
 232.213     16.447       Lin-Lin
 232.236     15.7325      Lin-Lin
 232.255     15.2148      Lin-Lin
 232.277     14.6931      Lin-Lin
 232.3       14.2879      Lin-Lin
 232.315     14.0876      Lin-Lin
 232.33      13.947       Lin-Lin
 232.345     13.8696      Lin-Lin
 232.353     13.8558      Lin-Lin
 232.368     13.8803      Lin-Lin
 232.385     13.9952      Lin-Lin
 232.402     14.2078      Lin-Lin
 232.419     14.5235      Lin-Lin
 232.436     14.9478      Lin-Lin
 232.453     15.4854      Lin-Lin
 232.466     15.9848      Lin-Lin
 232.481     16.6451      Lin-Lin
 232.496     17.4029      Lin-Lin
 232.511     18.2598      Lin-Lin
 232.526     19.2166      Lin-Lin
 232.541     20.2733      Lin-Lin
 232.556     21.429       Lin-Lin
 232.571     22.6817      Lin-Lin
 232.588     24.2031      Lin-Lin
 232.607     26.0254      Lin-Lin
 232.626     27.9755      Lin-Lin
 232.654     31.1076      Lin-Lin
 232.688     35.0508      Lin-Lin
 232.759     43.7683      Lin-Lin
 232.794     47.7785      Lin-Lin
 232.826     50.971       Lin-Lin
 232.852     53.3009      Lin-Lin
 232.876     55.0573      Lin-Lin
 232.9       56.4591      Lin-Lin
 232.917     57.1499      Lin-Lin
 232.937     57.6944      Lin-Lin
 232.957     57.901       Lin-Lin
 232.963     57.9035      Lin-Lin
 232.984     57.6707      Lin-Lin
 233.004     57.1284      Lin-Lin
 233.024     56.3047      Lin-Lin
 233.043     55.2351      Lin-Lin
 233.062     53.9272      Lin-Lin
 233.091     51.5755      Lin-Lin
 233.116     49.1643      Lin-Lin
 233.142     46.5313      Lin-Lin
 233.233     36.5058      Lin-Lin
 233.26      33.6524      Lin-Lin
 233.285     31.2322      Lin-Lin
 233.306     29.4309      Lin-Lin
 233.326     27.8031      Lin-Lin
 233.347     26.3657      Lin-Lin
 233.367     25.1315      Lin-Lin
 233.388     24.1101      Lin-Lin
 233.404     23.4647      Lin-Lin
 233.42      22.9538      Lin-Lin
 233.437     22.5562      Lin-Lin
 233.456     22.291       Lin-Lin
 233.474     22.2174      Lin-Lin
 233.488     22.275       Lin-Lin
 233.507     22.5114      Lin-Lin
 233.527     22.9224      Lin-Lin
 233.544     23.4419      Lin-Lin
 233.556     23.8391      Lin-Lin
 233.578     24.7787      Lin-Lin
 233.6       25.8933      Lin-Lin
 233.623     27.1576      Lin-Lin
 233.656     29.2728      Lin-Lin
 233.748     35.5632      Lin-Lin
 233.784     37.8258      Lin-Lin
 233.815     39.5356      Lin-Lin
 233.839     40.5946      Lin-Lin
 233.861     41.3733      Lin-Lin
 233.882     41.9144      Lin-Lin
 233.903     42.2356      Lin-Lin
 233.919     42.3261      Lin-Lin
 233.941     42.2163      Lin-Lin
 233.957     41.9686      Lin-Lin
 233.978     41.4618      Lin-Lin
 233.999     40.6909      Lin-Lin
 234.023     39.5409      Lin-Lin
 234.048     38.0862      Lin-Lin
 234.071     36.4885      Lin-Lin
 234.1       34.2689      Lin-Lin
 234.133     31.5166      Lin-Lin
 234.179     27.261       Lin-Lin
 234.239     21.738       Lin-Lin
 234.27      19.0215      Lin-Lin
 234.297     16.7882      Lin-Lin
 234.314     15.4086      Lin-Lin
 234.334     13.9476      Lin-Lin
 234.351     12.7746      Lin-Lin
 234.367     11.6871      Lin-Lin
 234.38      10.8607      Lin-Lin
 234.397     9.84194      Lin-Lin
 234.412     9.0046       Lin-Lin
 234.43      8.10829      Lin-Lin
 234.441     7.55146      Lin-Lin
 234.453     7.02654      Lin-Lin
 234.465     6.5328       Lin-Lin
 234.476     6.06944      Lin-Lin
 234.492     5.50593      Lin-Lin
 234.502     5.1575       Lin-Lin
 234.512     4.83012      Lin-Lin
 234.522     4.52464      Lin-Lin
 234.532     4.24011      Lin-Lin
 234.542     3.97427      Lin-Lin
 234.553     3.72647      Lin-Lin
 234.563     3.4928       Lin-Lin
 234.573     3.27332      Lin-Lin
 234.584     3.071        Lin-Lin
 234.594     2.88516      Lin-Lin
 234.604     2.71591      Lin-Lin
 234.615     2.56242      Lin-Lin
 234.625     2.42335      Lin-Lin
 234.635     2.29817      Lin-Lin
 234.647     2.17329      Lin-Lin
 234.657     2.08163      Lin-Lin
 234.666     2.00085      Lin-Lin
 234.676     1.93057      Lin-Lin
 234.686     1.87045      Lin-Lin
 234.692     1.83584      Lin-Lin
 234.703     1.7855       Lin-Lin
 234.714     1.74777      Lin-Lin
 234.725     1.72292      Lin-Lin
 234.736     1.70893      Lin-Lin
 234.747     1.70544      Lin-Lin
 234.758     1.71209      Lin-Lin
 234.768     1.72798      Lin-Lin
 234.779     1.75283      Lin-Lin
 234.79      1.78636      Lin-Lin
 234.8       1.82825      Lin-Lin
 234.814     1.8957       Lin-Lin
 234.828     1.97646      Lin-Lin
 234.842     2.0735       Lin-Lin
 234.858     2.19159      Lin-Lin
 234.873     2.32326      Lin-Lin
 234.889     2.46739      Lin-Lin
 234.909     2.67686      Lin-Lin
 234.93      2.90329      Lin-Lin
 234.961     3.26738      Lin-Lin
 235.041     4.26464      Lin-Lin
 235.072     4.62807      Lin-Lin
 235.103     4.95758      Lin-Lin
 235.124     5.15141      Lin-Lin
 235.144     5.3201       Lin-Lin
 235.165     5.46028      Lin-Lin
 235.186     5.57141      Lin-Lin
 235.208     5.64861      Lin-Lin
 235.226     5.68381      Lin-Lin
 235.241     5.6912       Lin-Lin
 235.264     5.66492      Lin-Lin
 235.285     5.60375      Lin-Lin
 235.304     5.51521      Lin-Lin
 235.324     5.3981       Lin-Lin
 235.342     5.26069      Lin-Lin
 235.37      5.01362      Lin-Lin
 235.398     4.72511      Lin-Lin
 235.429     4.36755      Lin-Lin
 235.464     3.93215      Lin-Lin
 235.532     3.06598      Lin-Lin
